id,type,description,source
EVID_06138,Account Records,Suspect laptop,Office search
EVID_06139,USB Device,Deleted files recovery,Cloud provider
EVID_06140,Laptop Image,Suspicious email chain,IT department
EVID_06141,Cloud Storage,Suspicious email chain,Cloud provider
EVID_06142,Hard Drive,Forged documents,Personal device
EVID_06143,Cloud Storage,Malware traces,Law enforcement
EVID_06144,Hard Drive,Unauthorized access logs,Financial institution
EVID_06145,Database Dump,Forged documents,Financial institution
EVID_06146,Network Logs,External USB,IT department
EVID_06147,Cloud Storage,Deleted files recovery,Financial institution
EVID_06148,Hard Drive,Encrypted smartphone,Internal audit
EVID_06149,Hard Drive,Unauthorized access logs,Law enforcement
EVID_06150,Database Dump,External USB,Personal device
EVID_06151,Cloud Storage,Unauthorized access logs,IT department
EVID_06152,Server Image,Suspicious email chain,Financial institution
EVID_06153,Mobile Phone,Deleted files recovery,Cloud provider
EVID_06154,Mobile Phone,Deleted files recovery,Internal audit
EVID_06155,Hard Drive,Malware traces,Internal audit
EVID_06156,Account Records,Bank transaction logs,Corporate network
EVID_06157,Hard Drive,Deleted files recovery,Office search
EVID_06158,Database Dump,Deleted files recovery,Financial institution
EVID_06159,Hard Drive,Bank transaction logs,Corporate network
EVID_06160,Email Logs,Suspect laptop,Cloud provider
EVID_06161,Network Logs,External USB,Financial institution
EVID_06162,Email Logs,Bank transaction logs,Internal audit
EVID_06163,Email Logs,Deleted files recovery,Financial institution
EVID_06164,USB Device,Financial records,Cloud provider
EVID_06165,Laptop Image,Suspicious email chain,Office search
EVID_06166,Account Records,Deleted files recovery,IT department
EVID_06167,Hard Drive,Encrypted smartphone,Internal audit
EVID_06168,Laptop Image,External USB,Office search
EVID_06169,Email Logs,Suspicious email chain,Personal device
EVID_06170,Server Image,Forged documents,Cloud provider
EVID_06171,Cloud Storage,Deleted files recovery,Internal audit
EVID_06172,Hard Drive,Suspicious email chain,Personal device
EVID_06173,Laptop Image,Financial records,Office search
EVID_06174,Account Records,External USB,Corporate network
EVID_06175,Hard Drive,Forged documents,Financial institution
EVID_06176,Email Logs,Forged documents,Law enforcement
EVID_06177,Network Logs,Suspicious email chain,Law enforcement
EVID_06178,Laptop Image,Suspicious email chain,Office search
EVID_06179,Database Dump,Suspect laptop,IT department
EVID_06180,Database Dump,Encrypted smartphone,Law enforcement
EVID_06181,Account Records,Unauthorized access logs,Office search
EVID_06182,Mobile Phone,Unauthorized access logs,Cloud provider
EVID_06183,Mobile Phone,Unauthorized access logs,Financial institution
EVID_06184,Email Logs,Suspect laptop,Financial institution
EVID_06185,Account Records,Suspect laptop,Financial institution
EVID_06186,Mobile Phone,External USB,Cloud provider
EVID_06187,USB Device,Unauthorized access logs,Law enforcement
EVID_06188,Laptop Image,Financial records,Law enforcement
EVID_06189,Database Dump,Bank transaction logs,Office search
EVID_06190,Email Logs,Financial records,Personal device
EVID_06191,USB Device,Malware traces,Financial institution
EVID_06192,Server Image,Malware traces,Corporate network
EVID_06193,Email Logs,Financial records,Law enforcement
EVID_06194,USB Device,Financial records,IT department
EVID_06195,Cloud Storage,Encrypted smartphone,Internal audit
EVID_06196,Laptop Image,Bank transaction logs,Office search
EVID_06197,Mobile Phone,Forged documents,IT department
EVID_06198,Hard Drive,Forged documents,Personal device
EVID_06199,Cloud Storage,Encrypted smartphone,Personal device
EVID_06200,Hard Drive,Encrypted smartphone,Financial institution
EVID_06201,Database Dump,Deleted files recovery,Personal device
EVID_06202,Hard Drive,External USB,Law enforcement
EVID_06203,USB Device,Suspect laptop,IT department
EVID_06204,Laptop Image,Forged documents,Cloud provider
EVID_06205,Email Logs,Financial records,Personal device
EVID_06206,Network Logs,Forged documents,IT department
EVID_06207,Network Logs,Financial records,Financial institution
EVID_06208,Email Logs,Unauthorized access logs,Office search
EVID_06209,Hard Drive,External USB,Office search
EVID_06210,USB Device,Malware traces,IT department
EVID_06211,USB Device,Bank transaction logs,Personal device
EVID_06212,Cloud Storage,Bank transaction logs,Personal device
EVID_06213,USB Device,Malware traces,Corporate network
EVID_06214,USB Device,Suspicious email chain,Personal device
EVID_06215,Laptop Image,Suspect laptop,Financial institution
EVID_06216,Account Records,Deleted files recovery,Cloud provider
EVID_06217,Mobile Phone,Unauthorized access logs,Office search
EVID_06218,USB Device,Suspect laptop,Corporate network
EVID_06219,USB Device,Suspect laptop,Personal device
EVID_06220,Email Logs,Deleted files recovery,Corporate network
EVID_06221,Email Logs,Unauthorized access logs,Internal audit
EVID_06222,Hard Drive,Suspect laptop,Office search
EVID_06223,Database Dump,Bank transaction logs,Financial institution
EVID_06224,Laptop Image,Financial records,Financial institution
EVID_06225,Network Logs,Deleted files recovery,Law enforcement
EVID_06226,Account Records,Forged documents,Cloud provider
EVID_06227,Mobile Phone,Forged documents,Corporate network
EVID_06228,Database Dump,External USB,IT department
EVID_06229,Account Records,Unauthorized access logs,Cloud provider
EVID_06230,Cloud Storage,External USB,IT department
EVID_06231,Hard Drive,Bank transaction logs,Personal device
EVID_06232,Network Logs,Malware traces,Financial institution
EVID_06233,Hard Drive,External USB,Cloud provider
EVID_06234,Account Records,Forged documents,Personal device
EVID_06235,Network Logs,Forged documents,Corporate network
EVID_06236,Database Dump,Unauthorized access logs,Cloud provider
EVID_06237,Cloud Storage,Unauthorized access logs,Internal audit
EVID_06238,Database Dump,Financial records,Cloud provider
EVID_06239,USB Device,Malware traces,Internal audit
EVID_06240,Network Logs,Forged documents,Personal device
EVID_06241,Email Logs,Suspect laptop,Internal audit
EVID_06242,USB Device,Malware traces,Law enforcement
EVID_06243,Cloud Storage,External USB,Law enforcement
EVID_06244,Database Dump,Deleted files recovery,Office search
EVID_06245,Cloud Storage,External USB,Cloud provider
EVID_06246,Cloud Storage,Unauthorized access logs,Office search
EVID_06247,Server Image,Suspect laptop,Internal audit
EVID_06248,Network Logs,Bank transaction logs,Internal audit
EVID_06249,USB Device,Deleted files recovery,Law enforcement
EVID_06250,Server Image,Encrypted smartphone,Office search
EVID_06251,Hard Drive,External USB,Office search
EVID_06252,Hard Drive,Bank transaction logs,Internal audit
EVID_06253,Email Logs,Financial records,Cloud provider
EVID_06254,Database Dump,External USB,Personal device
EVID_06255,Laptop Image,Malware traces,Cloud provider
EVID_06256,Mobile Phone,Malware traces,Internal audit
EVID_06257,USB Device,Suspect laptop,Financial institution
EVID_06258,Hard Drive,Bank transaction logs,IT department
EVID_06259,Laptop Image,External USB,Law enforcement
EVID_06260,Database Dump,Unauthorized access logs,Law enforcement
EVID_06261,Mobile Phone,Malware traces,IT department
EVID_06262,Laptop Image,Suspect laptop,Cloud provider
EVID_06263,Mobile Phone,Suspicious email chain,Law enforcement
EVID_06264,Hard Drive,Financial records,Personal device
EVID_06265,Server Image,Suspect laptop,Personal device
EVID_06266,Email Logs,Suspect laptop,Cloud provider
EVID_06267,Database Dump,Bank transaction logs,IT department
EVID_06268,Server Image,Encrypted smartphone,Cloud provider
EVID_06269,Hard Drive,Bank transaction logs,Financial institution
EVID_06270,Cloud Storage,Unauthorized access logs,IT department
EVID_06271,Hard Drive,Deleted files recovery,Law enforcement
EVID_06272,Hard Drive,Suspicious email chain,Law enforcement
EVID_06273,USB Device,Forged documents,Personal device
EVID_06274,USB Device,Forged documents,Corporate network
EVID_06275,Cloud Storage,Suspicious email chain,Office search
EVID_06276,Network Logs,Unauthorized access logs,Cloud provider
EVID_06277,Account Records,Deleted files recovery,Cloud provider
EVID_06278,Hard Drive,Unauthorized access logs,Law enforcement
EVID_06279,Mobile Phone,Financial records,Corporate network
EVID_06280,Mobile Phone,Deleted files recovery,IT department
EVID_06281,Email Logs,Forged documents,Office search
EVID_06282,USB Device,Forged documents,Internal audit
EVID_06283,Hard Drive,Unauthorized access logs,Corporate network
EVID_06284,Network Logs,Deleted files recovery,Personal device
EVID_06285,Cloud Storage,Unauthorized access logs,Office search
EVID_06286,USB Device,Encrypted smartphone,Office search
EVID_06287,Network Logs,Suspicious email chain,Cloud provider
EVID_06288,Mobile Phone,Deleted files recovery,IT department
EVID_06289,Laptop Image,Forged documents,Office search
EVID_06290,Email Logs,Bank transaction logs,Office search
EVID_06291,Server Image,Bank transaction logs,Cloud provider
EVID_06292,Hard Drive,Forged documents,Financial institution
EVID_06293,Laptop Image,Malware traces,Internal audit
EVID_06294,Mobile Phone,Suspect laptop,Office search
EVID_06295,Email Logs,Encrypted smartphone,Corporate network
EVID_06296,Hard Drive,External USB,Cloud provider
EVID_06297,USB Device,Suspect laptop,Corporate network
EVID_06298,Hard Drive,Unauthorized access logs,Personal device
EVID_06299,USB Device,Deleted files recovery,Financial institution
EVID_06300,Database Dump,Suspect laptop,Law enforcement
EVID_06301,Laptop Image,Encrypted smartphone,Cloud provider
EVID_06302,Database Dump,External USB,Cloud provider
EVID_06303,Account Records,Unauthorized access logs,Internal audit
EVID_06304,Network Logs,Unauthorized access logs,Law enforcement
EVID_06305,Network Logs,Bank transaction logs,IT department
EVID_06306,Laptop Image,Suspicious email chain,Corporate network
EVID_06307,Laptop Image,External USB,IT department
EVID_06308,Server Image,Deleted files recovery,Personal device
EVID_06309,Database Dump,Suspect laptop,Cloud provider
EVID_06310,Database Dump,Bank transaction logs,Internal audit
EVID_06311,Mobile Phone,Bank transaction logs,Law enforcement
EVID_06312,USB Device,Forged documents,Internal audit
EVID_06313,Server Image,Deleted files recovery,Personal device
EVID_06314,Account Records,Unauthorized access logs,Cloud provider
EVID_06315,Cloud Storage,Bank transaction logs,Internal audit
EVID_06316,Laptop Image,External USB,Cloud provider
EVID_06317,USB Device,Malware traces,IT department
EVID_06318,Server Image,Suspicious email chain,Internal audit
EVID_06319,Server Image,External USB,Personal device
EVID_06320,USB Device,Bank transaction logs,Financial institution
EVID_06321,Database Dump,Malware traces,Law enforcement
EVID_06322,Mobile Phone,Forged documents,Law enforcement
EVID_06323,Mobile Phone,Unauthorized access logs,Corporate network
EVID_06324,USB Device,Suspect laptop,IT department
EVID_06325,Laptop Image,Forged documents,Office search
EVID_06326,Account Records,Deleted files recovery,IT department
EVID_06327,Hard Drive,Deleted files recovery,Personal device
EVID_06328,Account Records,Suspect laptop,Cloud provider
EVID_06329,Account Records,Deleted files recovery,Personal device
EVID_06330,Email Logs,Malware traces,Financial institution
EVID_06331,Email Logs,Deleted files recovery,Personal device
EVID_06332,USB Device,Suspect laptop,IT department
EVID_06333,Account Records,Forged documents,Personal device
EVID_06334,Mobile Phone,Bank transaction logs,Law enforcement
EVID_06335,Database Dump,Suspect laptop,Cloud provider
EVID_06336,Laptop Image,Malware traces,Personal device
EVID_06337,Cloud Storage,Forged documents,Cloud provider
EVID_06338,Hard Drive,Financial records,Internal audit
EVID_06339,Mobile Phone,Financial records,Cloud provider
EVID_06340,Email Logs,Encrypted smartphone,Personal device
EVID_06341,Account Records,Deleted files recovery,Financial institution
EVID_06342,Hard Drive,Financial records,Law enforcement
EVID_06343,Email Logs,Bank transaction logs,Personal device
EVID_06344,Hard Drive,Encrypted smartphone,Law enforcement
EVID_06345,Cloud Storage,Suspicious email chain,Personal device
EVID_06346,Hard Drive,Encrypted smartphone,IT department
EVID_06347,Account Records,Forged documents,Cloud provider
EVID_06348,Database Dump,Malware traces,IT department
EVID_06349,Email Logs,Suspect laptop,Financial institution
EVID_06350,Cloud Storage,Suspect laptop,Office search
EVID_06351,Account Records,Suspect laptop,Cloud provider
EVID_06352,Network Logs,External USB,Personal device
EVID_06353,Email Logs,Suspicious email chain,Personal device
EVID_06354,Cloud Storage,Forged documents,Financial institution
EVID_06355,USB Device,Malware traces,Financial institution
EVID_06356,Email Logs,Suspicious email chain,Corporate network
EVID_06357,Email Logs,Bank transaction logs,Corporate network
EVID_06358,Email Logs,Financial records,Law enforcement
EVID_06359,Mobile Phone,Financial records,Personal device
EVID_06360,Cloud Storage,Suspicious email chain,Personal device
EVID_06361,Mobile Phone,Suspect laptop,Office search
EVID_06362,Email Logs,Suspicious email chain,Office search
EVID_06363,Email Logs,Deleted files recovery,Internal audit
EVID_06364,Account Records,External USB,Cloud provider
EVID_06365,Database Dump,Encrypted smartphone,Financial institution
EVID_06366,Server Image,Forged documents,Financial institution
EVID_06367,Account Records,Encrypted smartphone,Personal device
EVID_06368,Mobile Phone,Deleted files recovery,Personal device
EVID_06369,Email Logs,Suspicious email chain,Personal device
